,Unnamed: 0,metroreg,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log,year,crimes,unemployment
2900,89652,IT012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,3096.0,922821.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS0401,320,Verona,M,Robbery,IT,346.7628066548117,298.0687984496124,5.848640991908195,5.697324327140233,1.8082887711792652,4.727387818712341,2018,346.7628066548117,6.1
2532,75828,HU_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",53.0,63854.0,4828743.0,T:Total,Y15-24:From 15 to 24 years,20.4,ICCS0401,321,Non-metropolitan regions in Hungary,N,Robbery,HU,66.47692784643954,75.62162119835875,4.196854937783243,4.325742236984087,3.0155349008501706,3.970291913552122,2017,66.47692784643954,20.4
2540,76582,IE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",194.0,6988.0,1985667.0,T:Total,Y15-24:From 15 to 24 years,20.3,ICCS0401,1939,Dublin,M,Robbery,IE,976.4980734433316,284.15383514596454,6.883972777394492,5.649515764558487,3.0106208860477417,5.267858159063328,2015,976.4980734433316,20.3
3417,108448,NL006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,933.0,466683.0,T:Total,Y15-24:From 15 to 24 years,4.1,ICCS0401,224,Tilburg,N,Robbery,NL,479.9832005879794,500.1961414790997,6.173751104514422,6.215000304457548,1.410986973710262,4.709530201312334,2015,479.9832005879794,4.1
2628,80468,IT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",158.0,2764.0,4362932.0,T:Total,Y15-24:From 15 to 24 years,22.3,ICCS0401,2827,Milano,M,Robbery,IT,647.9587580095221,1578.4848046309696,6.473827049279809,7.364220681490495,3.104586678466073,5.062595033026967,2020,647.9587580095221,22.3
4140,130477,SE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,11302.0,1288908.0,T:Total,Y15-24:From 15 to 24 years,19.2,ICCS0401,1509,Malmö,M,Robbery,SE,1170.7585025463416,114.04247035922846,7.06540711051547,4.7365709260268645,2.954910279033736,4.709530201312334,2015,1170.7585025463416,19.2
4161,130939,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",120.0,8608.0,348942.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,187,Uppsala,M,Robbery,SE,535.9056806002144,40.53694237918216,6.283958176556985,3.70221371586031,1.6094379124341005,4.787491742782046,2015,535.9056806002144,5.0
2299,68670,ES026M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",86.0,7949.0,1121771.0,T:Total,Y15-24:From 15 to 24 years,7.7,ICCS0401,429,A Coruña,M,Robbery,ES,382.4309952744366,141.1210215121399,5.946548232480462,4.949617830838716,2.0412203288596382,4.454347296253507,2017,382.4309952744366,7.7
2175,65590,ES019M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,2212.0,1134370.0,T:Total,Y15-24:From 15 to 24 years,9.5,ICCS0401,1475,Bilbao,M,Robbery,ES,1300.28121336072,512.8254972875226,7.170335838026055,6.239935626069914,2.2512917986064958,4.736198448394496,2016,1300.28121336072,9.5
4243,133511,SI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,2170.0,324104.0,T:Total,Y15-24:From 15 to 24 years,1.3,ICCS0401,46,Maribor,M,Robbery,SI,141.9297509441414,149.35668202764978,4.955332223530098,5.006337284388767,0.262364264467491,4.276666119016055,2019,141.9297509441414,1.3
4048,127705,RO505M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",65.0,4715.0,747565.0,T:Total,Y15-24:From 15 to 24 years,7.5,ICCS0401,82,Ploiesti,M,Robbery,RO,109.68945844174084,158.55037115588547,4.697653268240309,5.066072341920661,2.0149030205422647,4.174387269895637,2015,109.68945844174084,7.5
1979,60834,ES008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,1560.0,853144.0,T:Total,Y15-24:From 15 to 24 years,19.5,ICCS0401,731,Las Palmas,M,Robbery,ES,856.830734319177,546.8871794871795,6.753240389544317,6.304242527926154,2.970414465569701,4.276666119016055,2014,856.830734319177,19.5
2616,79964,IT002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",163.0,2764.0,4316398.0,T:Total,Y15-24:From 15 to 24 years,24.7,ICCS0401,4232,Milano,M,Robbery,IT,980.4471228093424,1561.649059334298,6.888008715379889,7.35349763123496,3.2068032436339315,5.093750200806762,2017,980.4471228093424,24.7
1986,60984,ES008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,1560.0,855458.0,T:Total,Y15-24:From 15 to 24 years,15.3,ICCS0401,554,Las Palmas,M,Robbery,ES,647.6063114729186,548.3705128205128,6.473282967699347,6.306951176768629,2.72785282839839,4.276666119016055,2016,647.6063114729186,15.3
4226,133096,SI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",69.0,2170.0,323328.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,38,Maribor,M,Robbery,SI,117.527711797308,148.9990783410138,4.766674150860607,5.003940120295549,1.1939224684724346,4.23410650459726,2014,117.527711797308,3.3
3302,105098,MT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,247.0,480134.0,T:Total,Y15-24:From 15 to 24 years,2.9,ICCS0401,124,Valletta,M,Robbery,MT,258.26123540511605,1943.8623481781376,5.553971612978334,7.572432173963,1.0647107369924282,4.605170185988092,2020,258.26123540511605,2.9
1618,50376,DK001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",157.0,2779.0,1948116.0,T:Total,Y15-24:From 15 to 24 years,22.3,ICCS0401,1354,København,M,Robbery,DK,695.0304807311269,701.0133141417776,6.543955701770184,6.552526879923807,3.104586678466073,5.056245805348308,2014,695.0304807311269,22.3
3244,102330,LV001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,304.0,1006377.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0401,437,Riga,M,Robbery,LV,434.2309094901811,3310.4506578947367,6.073576442128791,8.104839609524852,1.791759469228055,4.499809670330265,2017,434.2309094901811,6.0
2928,90604,IT022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",61.0,2467.0,580319.0,T:Total,Y15-24:From 15 to 24 years,5.7,ICCS0401,168,Taranto,M,Robbery,IT,289.4959496414903,235.23267126064044,5.668141306039495,5.460575114798681,1.7404661748405046,4.110873864173311,2018,289.4959496414903,5.7
522,18340,CZ_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,47179.0,4996198.0,T:Total,Y15-24:From 15 to 24 years,8.5,ICCS0401,615,Non-metropolitan regions in Czech Republic,N,Robbery,CZ,123.0936003737242,105.89876851989231,4.812945044623138,4.6624836238324034,2.1400661634962708,4.290459441148391,2019,123.0936003737242,8.5
3516,110797,NL507M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,298.0,424657.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,91,Leiden,N,Robbery,NL,214.29059217203533,1425.023489932886,5.367333001245402,7.261943576730317,1.1631508098056809,4.68213122712422,2018,214.29059217203533,3.2
562,20076,DE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",208.0,5501.0,2848906.0,T:Total,Y15-24:From 15 to 24 years,6.9,ICCS0401,775,München,M,Robbery,DE,272.0342475322106,517.8887475004544,5.605927968414885,6.249760446027278,1.9315214116032136,5.337538079701318,2016,272.0342475322106,6.9
4176,131314,SE006M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,8608.0,383713.0,T:Total,Y15-24:From 15 to 24 years,5.8,ICCS0401,226,Uppsala,M,Robbery,SE,588.9818692616617,44.57632434944238,6.378395400939539,3.797202873895456,1.7578579175523736,4.74493212836325,2020,588.9818692616617,5.8
4231,133179,SI002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",69.0,2170.0,322553.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS0401,17,Maribor,M,Robbery,SI,52.7045167770878,148.64193548387098,3.9647011592197714,5.001540296266214,0.4700036292457356,4.23410650459726,2016,52.7045167770878,1.6
2268,67900,ES025M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",77.0,2034.0,909298.0,T:Total,Y15-24:From 15 to 24 years,15.3,ICCS0401,747,Santa Cruz de Tenerife,M,Robbery,ES,821.5128593706354,447.04916420845626,6.711147590879622,6.102668575608964,2.72785282839839,4.343805421853684,2016,821.5128593706354,15.3
4104,129676,SE001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,7153.0,2269060.0,T:Total,Y15-24:From 15 to 24 years,24.3,ICCS0401,2718,Stockholm,M,Robbery,SE,1197.852855367421,317.2179505102754,7.088285945895882,5.759589078671097,3.190476350346503,5.111987788356544,2017,1197.852855367421,24.3
3444,109033,NL007M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,1281.0,436188.0,T:Total,Y15-24:From 15 to 24 years,5.8,ICCS0401,181,Groningen,N,Robbery,NL,414.95868753840085,340.5058548009368,6.028178967175219,5.830432320158147,1.7578579175523736,4.955827057601261,2017,414.95868753840085,5.8
1994,61208,ES008M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,1560.0,859835.0,T:Total,Y15-24:From 15 to 24 years,12.5,ICCS0401,614,Las Palmas,M,Robbery,ES,714.0904941064274,551.1762820512821,6.571009696754416,6.312054689113418,2.525728644308256,4.276666119016055,2018,714.0904941064274,12.5
481,17193,CZ004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,573469.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS0401,143,Plzen,M,Robbery,CZ,249.3595992111169,74.97306837495097,5.518896028187646,4.317128960714669,1.029619417181158,4.394449154672439,2014,249.3595992111169,2.8
269,9285,BE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",85.0,1186.0,821653.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,2234,Liège,M,Robbery,BE,2718.909320601276,692.7934232715008,7.907986093800971,6.540731864234779,1.7227665977411035,4.442651256490317,2019,2718.909320601276,5.6
221,7437,BE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",136.0,1286.0,638941.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,442,Gent,M,Robbery,BE,691.769662613606,496.84370139968894,6.539253042713528,6.208275492530879,1.1939224684724346,4.912654885736052,2017,691.769662613606,3.3
2632,80532,IT003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",66.0,1179.0,3127390.0,T:Total,Y15-24:From 15 to 24 years,54.4,ICCS0401,6739,Napoli,M,Robbery,IT,2154.831984498256,2652.5784563189145,7.675468034068342,7.883287448304778,3.996364153861897,4.189654742026425,2014,2154.831984498256,54.4
2245,67354,ES022M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,4494.0,943257.0,T:Total,Y15-24:From 15 to 24 years,8.7,ICCS0401,425,Vigo,M,Robbery,ES,450.5664946032736,209.892523364486,6.1105056679393925,5.3465956062040245,2.163323025660538,4.394449154672439,2017,450.5664946032736,8.7
4149,130684,SE003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",103.0,11302.0,1344689.0,T:Total,Y15-24:From 15 to 24 years,16.0,ICCS0401,1379,Malmö,M,Robbery,SE,1025.5159371423429,118.97796850115024,6.932951118242329,4.778938337325458,2.772588722239781,4.634728988229636,2018,1025.5159371423429,16.0
2137,64722,ES014M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,10391.0,656509.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,226,Pamplona/Iruña,M,Robbery,ES,344.24509031863994,63.18054085266096,5.841353875542326,4.145996355841587,1.5260563034950492,4.61512051684126,2020,344.24509031863994,4.6
4092,128877,RO_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",53.0,186683.0,11738913.0,T:Total,Y15-24:From 15 to 24 years,77.5,ICCS0401,1414,Non-metropolitan regions in Romania,N,Robbery,RO,120.45408292914344,62.881531794539406,4.791268625781053,4.141252508424418,4.350277936359301,3.970291913552122,2020,120.45408292914344,77.5
2506,75100,HU002M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",53.0,7245.0,637064.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,57,Miskolc,M,Robbery,HU,89.47295719111423,87.93153899240856,4.493936425333779,4.476558545710263,1.1631508098056809,3.970291913552122,2020,89.47295719111423,3.2
385,12784,BG_NM,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",33.0,82665.0,3863356.0,T:Total,Y15-24:From 15 to 24 years,14.2,ICCS0401,502,Non-metropolitan regions in Bulgaria,N,Robbery,BG,129.93884073846675,46.73508740095566,4.867063883898557,3.844495218772001,2.653241964607215,3.49650756146648,2017,129.93884073846675,14.2
2660,81484,IT004M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,6827.0,2297917.0,T:Total,Y15-24:From 15 to 24 years,29.9,ICCS0401,2690,Torino,M,Robbery,IT,1170.6253968267783,336.59250036619306,7.065293412185399,5.818873000956479,3.3978584803966405,4.68213122712422,2014,1170.6253968267783,29.9
1678,51664,DK003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3479.0,488578.0,T:Total,Y15-24:From 15 to 24 years,4.8,ICCS0401,139,Odense,M,Robbery,DK,284.4990973805615,140.43633227939063,5.650730080909548,4.944754235033476,1.5686159179138452,4.59511985013459,2015,284.4990973805615,4.8
257,8781,BE005M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",87.0,1186.0,816130.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS0401,2457,Liège,M,Robbery,BE,3010.549789861909,688.1365935919056,8.009877995502803,6.53398735542498,1.8082887711792652,4.465908118654584,2016,3010.549789861909,6.1
2091,63509,ES013M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,10601.0,1049875.0,T:Total,Y15-24:From 15 to 24 years,8.4,ICCS0401,603,Oviedo - Gijón,M,Robbery,ES,574.3540897725919,99.03546835204226,6.353246087263531,4.595478052154831,2.128231705849268,4.394449154672439,2015,574.3540897725919,8.4
966,31388,DE038M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,4438.0,5118681.0,T:Total,Y15-24:From 15 to 24 years,22.8,ICCS0401,4117,Ruhrgebiet,M,Robbery,DE,804.3087662622461,1153.3756196484903,6.689983233094996,7.050448243146644,3.126760535960395,4.605170185988092,2017,804.3087662622461,22.8
1863,58030,ES003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,10806.0,2540588.0,T:Total,Y15-24:From 15 to 24 years,23.6,ICCS0401,2940,Valencia,M,Robbery,ES,1157.2124248402338,235.1090135110124,7.053769310030369,5.460049293862621,3.1612467120315646,4.430816798843313,2019,1157.2124248402338,23.6
3480,109834,NL009M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,959.0,722312.0,T:Total,Y15-24:From 15 to 24 years,7.2,ICCS0401,356,Arnhem - Nijmegen,N,Robbery,NL,492.8618104087984,753.1929092805005,6.200228831319912,6.624321382612955,1.9740810260220096,4.718498871295094,2015,492.8618104087984,7.2
21,1281,AT001MC,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,8817.0,2853903.0,T:Total,Y15-24:From 15 to 24 years,20.4,ICCS0401,1607,Wien,M,Robbery,AT,563.0885142207005,323.681864579789,6.333436834646577,5.779761133968183,3.0155349008501706,4.897839799950911,2019,563.0885142207005,20.4
3504,110461,NL012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,1303.0,635904.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0401,216,Breda,N,Robbery,NL,339.67391304347825,488.0306983883346,5.827986078115507,6.190378310408087,1.589235205116581,4.875197323201151,2020,339.67391304347825,4.9
2071,63070,ES012M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,3037.0,323818.0,T:Total,Y15-24:From 15 to 24 years,2.5,ICCS0401,144,Vitoria/Gasteiz,M,Robbery,ES,444.6942418271993,106.62430029634508,6.097386948989373,4.669311443505154,0.9162907318741552,4.948759890378168,2017,444.6942418271993,2.5
3639,115272,PL010M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",79.0,5579.0,2695148.0,T:Total,Y15-24:From 15 to 24 years,5.9,ICCS0401,581,Katowice,M,Robbery,PL,215.57257709038612,483.0880086036924,5.373297637486748,6.180198849483909,1.7749523509116738,4.3694478524670215,2019,215.57257709038612,5.9
474,16996,CZ003M,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1203299.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS0401,259,Ostrava,M,Robbery,CZ,215.24159830599044,221.6020257826888,5.371761110285855,5.400883096449976,1.1631508098056809,4.290459441148391,2019,215.24159830599044,3.2
